"weight";"lat";"lon"
828.1591531235009;51.45; -0.2
811.6857163820857;51.45; -0.19949748743718593
772.4156989642802;51.45; -0.19899497487437187
744.2641695643149;51.45; -0.1984924623115578
751.0689720736214;51.45; -0.19798994974874373
748.6600853601929;51.45; -0.19748743718592965
754.266386465679;51.45; -0.1969849246231156
768.2567261598167;51.45; -0.1964824120603015
762.7994813830262;51.45; -0.19597989949748745
745.8929134354349;51.45; -0.19547738693467337
742.2973883192215;51.45; -0.1949748743718593
747.2862520206342;51.45; -0.19447236180904523
774.9817018437262;51.45; -0.19396984924623117
777.1568077911305;51.45; -0.1934673366834171
785.5024255764072;51.45; -0.19296482412060303
772.3173184650294;51.45; -0.19246231155778895
768.9864614063262;51.45; -0.1919597989949749
762.8414458392809;51.45; -0.1914572864321608
773.8487652882659;51.45; -0.19095477386934676
782.9550779888175;51.45; -0.19045226130653267
813.370847965027;51.45; -0.18994974874371862
788.6913593173705;51.45; -0.18944723618090453
772.5829951369678;51.45; -0.18894472361809045
761.4622128805388;51.45; -0.1884422110552764
740.1823207917462;51.45; -0.1879396984924623
739.0403989015964;51.45; -0.18743718592964825
726.8980064893559;51.45; -0.18693467336683417
730.1473003265287;51.45; -0.18643216080402011
751.093826370329;51.45; -0.18592964824120603
740.8663882601593;51.45; -0.18542713567839197
773.4636483654614;51.45; -0.1849246231155779
703.8864889719259;51.45; -0.18442211055276383
785.8904207779497;51.45; -0.18391959798994975
844.9815787674453;51.45; -0.1834170854271357
836.332431952189;51.45; -0.1829145728643216
847.8147737247078;51.45; -0.18241206030150756
841.4152393884497;51.45; -0.18190954773869347
892.4379534475295;51.45; -0.18140703517587942
879.1835769300461;51.45; -0.18090452261306533
835.011185349345;51.45; -0.18040201005025128
820.033174763331;51.45; -0.1798994974874372
698.7215871112808;51.45; -0.17939698492462314
757.364261781092;51.45; -0.17889447236180905
770.7937305944222;51.45; -0.17839195979899497
689.8087229785742;51.45; -0.17788944723618091
768.1778240079557;51.45; -0.17738693467336686
792.6394090073284;51.45; -0.17688442211055277
777.2965580918403;51.45; -0.1763819095477387
798.7347688030633;51.45; -0.17587939698492464
821.483097676869;51.45; -0.17537688442211055
941.9551871009246;51.45; -0.1748743718592965
867.4788917303941;51.45; -0.1743718592964824
858.5255525051901;51.45; -0.17386934673366836
936.0163249212029;51.45; -0.17336683417085427
1033.9326511975821;51.45; -0.17286432160804022
1039.7085359501368;51.45; -0.17236180904522613
1117.4623276608509;51.45; -0.17185929648241208
1228.8709001882373;51.45; -0.171356783919598
1224.4727683915064;51.45; -0.17085427135678394
1238.7764757921375;51.45; -0.17035175879396985
1254.0855220786596;51.45; -0.1698492462311558
1255.6846448544711;51.45; -0.16934673366834171
1326.2548242264972;51.45; -0.16884422110552766
1257.2722581004136;51.45; -0.16834170854271358
1209.8895530111388;51.45; -0.1678391959798995
975.968983296581;51.45; -0.16733668341708544
918.2133890662215;51.45; -0.16683417085427138
926.9316742478986;51.45; -0.1663316582914573
930.2415570566338;51.45; -0.1658291457286432
964.8063639652371;51.45; -0.16532663316582916
962.6518891411646;51.45; -0.16482412060301507
961.2203796405396;51.45; -0.16432160804020102
983.5572462220198;51.45; -0.16381909547738693
1010.3524408211609;51.45; -0.16331658291457288
1059.769531841144;51.45; -0.1628140703517588
1077.2525699000778;51.45; -0.16231155778894474
1068.2747387087477;51.45; -0.16180904522613065
1070.7841433532171;51.45; -0.1613065326633166
973.0312289623595;51.45; -0.16080402010050251
930.4986926170639;51.45; -0.16030150753768846
942.6117022621568;51.45; -0.15979899497487438
883.717083028003;51.45; -0.1592964824120603
884.8472671645528;51.45; -0.15879396984924624
1034.4823501149895;51.45; -0.15829145728643218
1039.832183972953;51.45; -0.1577889447236181
931.6656293136989;51.45; -0.157286432160804
924.3337178652807;51.45; -0.15678391959798996
953.5816271421311;51.45; -0.1562814070351759
952.5661687407662;51.45; -0.15577889447236182
933.5754828844792;51.45; -0.15527638190954773
975.0237392606465;51.45; -0.15477386934673368
1000.7869281840486;51.45; -0.1542713567839196
981.877372767302;51.45; -0.15376884422110554
900.4838610550742;51.45; -0.15326633165829145
866.9762805277819;51.45; -0.1527638190954774
905.7354426293502;51.45; -0.15226130653266332
913.8658449717115;51.45; -0.15175879396984926
928.724727863577;51.45; -0.15125628140703518
961.1016038192503;51.45; -0.15075376884422112
897.1062083026519;51.45; -0.15025125628140704
895.6508551152868;51.45; -0.14974874371859298
932.8090994426097;51.45; -0.1492462311557789
873.7883017002688;51.45; -0.1487437185929648
881.2796298706621;51.45; -0.14824120603015076
943.9140422144284;51.45; -0.1477386934673367
906.3301137773981;51.45; -0.14723618090452262
928.586291552217;51.45; -0.14673366834170853
886.6509246487776;51.45; -0.14623115577889448
841.9139759026267;51.45; -0.14572864321608042
812.3466963856838;51.45; -0.14522613065326634
769.9180518487203;51.45; -0.14472361809045226
830.4845426261293;51.45; -0.1442211055276382
844.83719183033;51.45; -0.14371859296482414
1071.1959064064147;51.45; -0.14321608040201006
1127.4786900726135;51.45; -0.14271356783919598
940.4426539005334;51.45; -0.14221105527638192
800.715428556618;51.45; -0.14170854271356784
820.0251629914934;51.45; -0.14120603015075378
795.952461587565;51.45; -0.1407035175879397
759.7269552331785;51.45; -0.14020100502512564
766.3151402148475;51.45; -0.13969849246231156
776.0902595272589;51.45; -0.1391959798994975
775.2884763815183;51.45; -0.13869346733668342
777.8395632642314;51.45; -0.13819095477386933
753.184110230263;51.45; -0.13768844221105528
713.5715774732439;51.45; -0.13718592964824122
687.5110472912041;51.45; -0.13668341708542714
649.5649613838137;51.45; -0.13618090452261306
661.3976506974457;51.45; -0.135678391959799
642.1609380199315;51.45; -0.13517587939698494
649.6285264387938;51.45; -0.13467336683417086
646.1467779532081;51.45; -0.13417085427135678
652.9099536232234;51.45; -0.13366834170854272
655.251110085695;51.45; -0.13316582914572866
660.4697856441396;51.45; -0.13266331658291458
736.494797827656;51.45; -0.1321608040201005
745.3071633345361;51.45; -0.13165829145728644
813.1508795214943;51.45; -0.13115577889447239
795.0432923482805;51.45; -0.1306532663316583
737.8184020827385;51.45; -0.13015075376884422
693.6512582282096;51.45; -0.12964824120603013
681.7945850323488;51.45; -0.12914572864321608
635.2756893871747;51.45; -0.12864321608040202
665.9323820227987;51.45; -0.12814070351758794
653.8199003698918;51.45; -0.12763819095477386
677.3058293480299;51.45; -0.1271356783919598
697.0498739759643;51.45; -0.12663316582914574
677.4392131523231;51.45; -0.12613065326633166
665.6545601350472;51.45; -0.12562814070351758
637.7741799492254;51.45; -0.12512562814070352
540.896021558722;51.45; -0.12462311557788945
598.073046260115;51.45; -0.12412060301507538
600.9947269370467;51.45; -0.12361809045226131
604.1969260561142;51.45; -0.12311557788944724
590.4310690487087;51.45; -0.12261306532663317
608.9070299149532;51.45; -0.1221105527638191
648.7530266330352;51.45; -0.12160804020100503
676.2572598562988;51.45; -0.12110552763819096
683.1712188559413;51.45; -0.1206030150753769
716.5756888744997;51.45; -0.12010050251256282
703.3750570047761;51.45; -0.11959798994974874
752.0376030733083;51.45; -0.11909547738693467
683.1954184651635;51.45; -0.1185929648241206
661.2598929927983;51.45; -0.11809045226130653
634.1164693304987;51.45; -0.11758793969849246
775.9898796224172;51.45; -0.11708542713567839
790.0934500887876;51.45; -0.11658291457286432
782.5592290773614;51.45; -0.11608040201005025
766.3897167083269;51.45; -0.11557788944723618
753.3223333401454;51.45; -0.11507537688442211
706.31429804784;51.45; -0.11457286432160804
672.8159345823433;51.45; -0.11407035175879397
661.8149552452062;51.45; -0.1135678391959799
677.17527699871;51.45; -0.11306532663316583
687.8737491696182;51.45; -0.11256281407035176
584.8016408049275;51.45; -0.1120603015075377
717.3702283638597;51.45; -0.11155778894472362
721.1148281319743;51.45; -0.11105527638190955
715.1405665400833;51.45; -0.11055276381909548
709.78167462961;51.45; -0.11005025125628141
720.4141003334029;51.45; -0.10954773869346734
711.846351326279;51.45; -0.10904522613065327
720.3833415944237;51.45; -0.10854271356783919
772.3978860677408;51.45; -0.10804020100502512
676.7576274067421;51.45; -0.10753768844221105
614.009238229739;51.45; -0.10703517587939698
620.3696332636678;51.45; -0.10653266331658291
611.5459895480813;51.45; -0.10603015075376884
649.6556530511986;51.45; -0.10552763819095477
663.3694799447735;51.45; -0.1050251256281407
690.5752290119581;51.45; -0.10452261306532663
733.2447885736749;51.45; -0.10402010050251256
743.1442297426777;51.45; -0.1035175879396985
759.9993043480164;51.45; -0.10301507537688442
759.4505510416669;51.45; -0.10251256281407035
759.573929469057;51.45; -0.10201005025125628
759.1354650032887;51.45; -0.10150753768844221
754.5115010037441;51.45; -0.10100502512562815
749.3508899169517;51.45; -0.10050251256281408
695.6925744284097;51.45; -0.1
870.8900576594837;51.450502512562814; -0.2
844.0847093062554;51.450502512562814; -0.19949748743718593
804.8208726197797;51.450502512562814; -0.19899497487437187
753.3927958858061;51.450502512562814; -0.1984924623115578
758.956885732299;51.450502512562814; -0.19798994974874373
765.0980339230662;51.450502512562814; -0.19748743718592965
767.3512909801141;51.450502512562814; -0.1969849246231156
772.0863376445225;51.450502512562814; -0.1964824120603015
781.8440855707746;51.450502512562814; -0.19597989949748745
753.4089781486924;51.450502512562814; -0.19547738693467337
741.8309936461545;51.450502512562814; -0.1949748743718593
755.9177127628791;51.450502512562814; -0.19447236180904523
768.2484784846407;51.450502512562814; -0.19396984924623117
788.5849033324871;51.450502512562814; -0.1934673366834171
787.2246089578175;51.450502512562814; -0.19296482412060303
785.4503309095472;51.450502512562814; -0.19246231155778895
772.0355704786099;51.450502512562814; -0.1919597989949749
